Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1022,Olap+AZD1775,AZD6738,0.3,132,12.0579725,87.9420275
1022,Olap+AZD1775,AZD6738,0.1,371,41.43343661,58.56656339
1022,Olap+AZD1775,AZD6738,0.03,965,114.4419123,0
1022,Olap+AZD1775,AZD6738,0.01,547,63.06557755,36.93442245
1022,Olap+AZD1775,AZD7648,10,624,72.52963921,27.47036079
1022,Olap+AZD1775,AZD7648,3,457,52.0036873,47.9963127
1022,Olap+AZD1775,AZD7648,1,473,53.97024556,46.02975444
1022,Olap+AZD1775,AZD7648,0.3,324,35.6566717,64.3433283
1022,Olap+AZD1775,AZD7648,0.1,485,55.44516426,44.55483574
1022,Olap+AZD1775,AZD7648,0.03,46,1.487721814,98.51227819
1022,Olap+AZD1775,AZD7648,0.01,966,114.5648222,0
1022,Olap+AZD1775,Epirubicin,10,52,2.225181164,97.77481884
1022,Olap+AZD1775,Epirubicin,3,36,0.258622897,99.7413771
1022,Olap+AZD1775,Epirubicin,1,57,2.839730622,97.16026938
1022,Olap+AZD1775,Epirubicin,0.3,62,3.454280081,96.54571992
1022,Olap+AZD1775,Epirubicin,0.1,353,39.22105856,60.77894144
1022,Olap+AZD1775,Epirubicin,0.03,75,5.052108673,94.94789133
1022,Olap+AZD1775,Epirubicin,0.01,33,-0.110106778,100
1022,Olap+AZD1775,AZD7762,10,63,3.577189973,96.42281003
1022,Olap+AZD1775,AZD7762,3,28,-0.724656236,100
1022,Olap+AZD1775,AZD7762,1,69,4.314649323,95.68535068
1022,Olap+AZD1775,AZD7762,0.3,57,2.839730622,97.16026938
1022,Olap+AZD1775,AZD7762,0.1,196,19.92420557,80.07579443
1022,Olap+AZD1775,AZD7762,0.03,266,28.52789798,71.47210202
1022,Olap+AZD1775,AZD7762,0.01,370,41.31052672,58.68947328
1022,Olap+AZD1775,JQ1,10,106,8.862315315,91.13768468
1022,Olap+AZD1775,JQ1,3,58,2.962640514,97.03735949
1022,Olap+AZD1775,JQ1,1,64,3.700099864,96.29990014
1022,Olap+AZD1775,JQ1,0.3,32,-0.23301667,100
1022,Olap+AZD1775,JQ1,0.1,130,11.81215272,88.18784728
1022,Olap+AZD1775,JQ1,0.03,383,42.90835531,57.09164469
1022,Olap+AZD1775,JQ1,0.01,924,109.4026067,0
1022,Olap+AZD1775,JQ1,10,58,2.962640514,97.03735949
1022,Olap+AZD1775,JQ1,3,77,5.297928456,94.70207154
1022,Olap+AZD1775,JQ1,1,116,10.09141423,89.90858577
1022,Olap+AZD1775,JQ1,0.3,84,6.158297698,93.8417023
1022,Olap+AZD1775,JQ1,0.1,2015,243.4972985,0
1022,Olap+AZD1775,JQ1,0.03,360,40.0814278,59.9185722
1022,Olap+AZD1775,JQ1,0.01,144,13.5328912,86.4671088
1022,Olap+AZD1775,AZD0156,10,30,-0.478836453,100
1022,Olap+AZD1775,AZD0156,3,280,30.24863647,69.75136353
1022,Olap+AZD1775,AZD0156,1,482,55.07643459,44.92356541
1022,Olap+AZD1775,AZD0156,0.3,68,4.191739431,95.80826057
1022,Olap+AZD1775,AZD0156,0.1,225,23.48859243,76.51140757
1022,Olap+AZD1775,AZD0156,0.03,702,82.11661076,17.88338924
1022,Olap+AZD1775,AZD0156,0.01,756,88.75374491,11.24625509
1022,Olap+AZD1775,AZD6738,10,59,3.085550406,96.91444959
1022,Olap+AZD1775,AZD6738,3,103,8.49358564,91.50641436
1022,Olap+AZD1775,AZD6738,1,433,49.0538499,50.9461501
1022,Olap+AZD1775,AZD6738,0.3,60,3.208460298,96.7915397
1022,Olap+AZD1775,AZD6738,0.1,1468,176.2655878,0
1022,Olap+AZD1775,AZD6738,0.03,169,16.60563849,83.39436151
1022,Olap+AZD1775,AZD6738,0.01,702,82.11661076,17.88338924
1022,Olap+AZD1775,AZD7648,10,292,31.72355517,68.27644483
1022,Olap+AZD1775,AZD7648,3,220,22.87404297,77.12595703
1022,Olap+AZD1775,AZD7648,1,498,57.04299286,42.95700714
1022,Olap+AZD1775,AZD7648,0.3,244,25.82388037,74.17611963
1022,Olap+AZD1775,AZD7648,0.1,1448,173.80739,0
1022,Olap+AZD1775,AZD7648,0.03,116,10.09141423,89.90858577
1022,Olap+AZD1775,AZD7648,0.01,1442,173.0699306,0
1022,Olap+AZD1775,Epirubicin,10,71,4.560469106,95.43953089
1022,Olap+AZD1775,Epirubicin,3,78,5.420838348,94.57916165
1022,Olap+AZD1775,Epirubicin,1,62,3.454280081,96.54571992
1022,Olap+AZD1775,Epirubicin,0.3,47,1.610631706,98.38936829
1022,Olap+AZD1775,Epirubicin,0.1,107,8.985225207,91.01477479
1022,Olap+AZD1775,Epirubicin,0.03,421,47.5789312,52.4210688
1022,Olap+AZD1775,Epirubicin,0.01,185,18.57219676,81.42780324
1022,Olap+AZD1775,AZD7762,10,59,3.085550406,96.91444959
1022,Olap+AZD1775,AZD7762,3,41,0.873172356,99.12682764
1022,Olap+AZD1775,AZD7762,1,182,18.20346708,81.79653292
1022,Olap+AZD1775,AZD7762,0.3,72,4.683378998,95.316621
1022,Olap+AZD1775,AZD7762,0.1,365,40.69597726,59.30402274
1022,Olap+AZD1775,AZD7762,0.03,652,75.97111618,24.02888382
1022,Olap+AZD1775,AZD7762,0.01,527,60.60737971,39.39262029
1141,Untreated,Paclitaxel,10,25410,13.44544205,86.55455795
1141,Untreated,Paclitaxel,3,27502,14.56014255,85.43985745
1141,Untreated,Paclitaxel,1,30457,16.13468365,83.86531635
1141,Untreated,Paclitaxel,0.3,46275,24.56314089,75.43685911
1141,Untreated,Paclitaxel,0.1,70009,37.20955661,62.79044339
1141,Untreated,Paclitaxel,0.03,127667,67.93202387,32.06797613
1141,Untreated,Paclitaxel,0.01,143097,76.15373933,23.84626067
1141,Untreated,Carboplatin,10,27117,14.3549993,85.6450007
1141,Untreated,Carboplatin,3,73936,39.30201783,60.69798217
1141,Untreated,Carboplatin,1,127270,67.72048654,32.27951346
1141,Untreated,Carboplatin,0.3,118971,63.29845047,36.70154953
1141,Untreated,Carboplatin,0.1,177124,94.28467335,5.715326655
1141,Untreated,Carboplatin,0.03,163916,87.24692754,12.75307246
1141,Untreated,Carboplatin,0.01,307625,163.8207776,0
1141,Untreated,Olaparib,10,66499,35.33928952,64.66071048
1141,Untreated,Olaparib,3,152098,80.94982882,19.05017118
1141,Untreated,Olaparib,1,130884,69.64616896,30.35383104
1141,Untreated,Olaparib,0.3,217470,115.782621,0
1141,Untreated,Olaparib,0.1,170592,90.8041649,9.195835103
1141,Untreated,Olaparib,0.03,166932,88.85397186,11.14602814
1141,Untreated,Olaparib,0.01,146376,77.90092047,22.09907953
1141,Untreated,AZD1775,10,23290,12.31582204,87.68417796
1141,Untreated,AZD1775,3,23223,12.28012178,87.71987822
1141,Untreated,AZD1775,1,22436,11.860777,88.139223
1141,Untreated,AZD1775,0.3,35711,18.93422306,81.06577694
1141,Untreated,AZD1775,0.1,101212,53.83575152,46.16424848
1141,Untreated,AZD1775,0.03,346767,184.6771863,0
1141,Untreated,AZD1775,0.01,426351,227.0826953,0
1141,Untreated,BMN-673,10,42672,22.64331971,77.35668029
1141,Untreated,BMN-673,3,64545,34.29812089,65.70187911
1141,Untreated,BMN-673,1,68620,36.46944237,63.53055763
1141,Untreated,BMN-673,0.3,108043,57.47557902,42.52442098
1141,Untreated,BMN-673,0.1,101672,54.08085775,45.91914225
1141,Untreated,BMN-673,0.03,117475,62.50132239,37.49867761
1141,Untreated,BMN-673,0.01,130479,69.43036891,30.56963109
1141,Untreated,AZD2014,10,3968,2.020294751,97.97970525
1141,Untreated,AZD2014,3,4972,2.555265738,97.44473426
1141,Untreated,AZD2014,1,7993,4.164974253,95.83502575
1141,Untreated,AZD2014,0.3,40524,21.49878019,78.50121981
1141,Untreated,AZD2014,0.1,52361,27.80600286,72.19399714
1141,Untreated,AZD2014,0.03,146251,77.83431552,22.16568448
1141,Untreated,AZD2014,0.01,140188,74.60370885,25.39629115
1141,Untreated,AZD2014,10,4452,2.278189131,97.72181087
1141,Untreated,AZD2014,3,4839,2.484398067,97.51560193
1141,Untreated,AZD2014,1,7597,3.953969761,96.04603024
1141,Untreated,AZD2014,0.3,30105,15.9471241,84.0528759
1141,Untreated,AZD2014,0.1,89806,47.75818272,52.24181728
1141,Untreated,AZD2014,0.03,212139,112.9420529,0
1141,Untreated,AZD2014,0.01,209433,111.5001889,0
1141,Untreated,Paclitaxel,10,27389,14.49993167,85.50006833
1141,Untreated,Paclitaxel,3,35489,18.81593266,81.18406734
1141,Untreated,Paclitaxel,1,31972,16.94193569,83.05806431
1141,Untreated,Paclitaxel,0.3,51398,27.2928783,72.7071217
1141,Untreated,Paclitaxel,0.1,66655,35.4224125,64.5775875
1141,Untreated,Paclitaxel,0.03,176819,94.12215726,5.877842741
1141,Untreated,Paclitaxel,0.01,166973,88.87581828,11.12418172
1141,Untreated,Carboplatin,10,42667,22.64065551,77.35934449
1141,Untreated,Carboplatin,3,68465,36.38685223,63.61314777
1141,Untreated,Carboplatin,1,148605,79.08862,20.91138
1141,Untreated,Carboplatin,0.3,196939,104.8428906,0
1141,Untreated,Carboplatin,0.1,197236,105.0011439,0
1141,Untreated,Carboplatin,0.03,233262,124.1972244,0
1141,Untreated,Carboplatin,0.01,182171,96.97391495,3.026085053
1141,Untreated,Olaparib,10,95154,50.60780905,49.39219095
1141,Untreated,Olaparib,3,184473,98.20051177,1.79948823
1141,Untreated,Olaparib,1,284148,151.3113017,0
1141,Untreated,Olaparib,0.3,270211,143.8851158,0
1141,Untreated,Olaparib,0.1,287490,153.0920517,0
1141,Untreated,Olaparib,0.03,233180,124.1535315,0
1141,Untreated,Olaparib,0.01,224576,119.5689794,0
1141,Untreated,AZD1775,10,24247,12.82574956,87.17425044
1141,Untreated,AZD1775,3,26272,13.90474981,86.09525019
1141,Untreated,AZD1775,1,30079,15.93327027,84.06672973
1141,Untreated,AZD1775,0.3,43876,23.28485862,76.71514138
1141,Untreated,AZD1775,0.1,69471,36.92288889,63.07711111
1141,Untreated,AZD1775,0.03,135398,72.05140704,27.94859296
1141,Untreated,AZD1775,0.01,244484,130.1767507,0
1141,Untreated,BMN-673,10,46198,24.52211223,75.47788777
1141,Untreated,BMN-673,3,61029,32.42465675,67.57534325
1141,Untreated,BMN-673,1,61048,32.43478071,67.56521929
1141,Untreated,BMN-673,0.3,88100,46.84915832,53.15084168
1141,Untreated,BMN-673,0.1,86565,46.03124949,53.96875051
1141,Untreated,BMN-673,0.03,96534,51.34312774,48.65687226
1141,Untreated,BMN-673,0.01,124022,65.98982343,34.01017657
1141,Untreated,BMN-673,10,50963,27.06109306,72.93890694
1141,Untreated,BMN-673,3,55389,29.41944125,70.58055875
1141,Untreated,BMN-673,1,69587,36.98469829,63.01530171
1141,Untreated,BMN-673,0.3,79612,42.32641556,57.67358444
1141,Untreated,BMN-673,0.1,90237,47.9878366,52.0121634
1141,Untreated,BMN-673,0.03,103837,55.23445554,44.76554446
1141,Untreated,BMN-673,0.01,132698,70.61274004,29.38725996
1141,Untreated,AZD2014,10,3821,1.941967326,98.05803267
1141,Untreated,AZD2014,3,4630,2.373034585,97.62696542
1141,Untreated,AZD2014,1,7994,4.165507093,95.83449291
1141,Untreated,AZD2014,0.3,21791,11.51709544,88.48290456
1141,Untreated,AZD2014,0.1,83071,44.16950783,55.83049217
1141,Untreated,AZD2014,0.03,141557,75.3331663,24.6668337
1141,Untreated,AZD2014,0.01,161876,86.1599347,13.8400653
1141,Untreated,Paclitaxel,10,23953,12.66909471,87.33090529
1141,Untreated,Paclitaxel,3,39060,20.71870297,79.28129703
1141,Untreated,Paclitaxel,1,35371,18.75305758,81.24694242
1141,Untreated,Paclitaxel,0.3,67553,35.90090249,64.09909751
1141,Untreated,Paclitaxel,0.1,94285,50.14477142,49.85522858
1141,Untreated,Paclitaxel,0.03,261803,139.4050002,0
1141,Untreated,Paclitaxel,0.01,175764,93.56001145,6.439988548
1141,Untreated,Carboplatin,10,40602,21.54034168,78.45965832
1141,Untreated,Carboplatin,3,91588,48.70770294,51.29229706
1141,Untreated,Carboplatin,1,169066,89.99105162,10.00894838
1141,Untreated,Carboplatin,0.3,214506,114.2032843,0
1141,Untreated,Carboplatin,0.1,353228,188.1198632,0
1141,Untreated,Carboplatin,0.03,341291,181.7593565,0
1141,Untreated,Carboplatin,0.01,391935,208.7444866,0
1141,Untreated,Olaparib,10,105195,55.95805176,44.04194824
1141,Untreated,Olaparib,3,149487,79.55858455,20.44141545
1141,Untreated,Olaparib,1,209448,111.5081815,0
1141,Untreated,Olaparib,0.3,195677,104.170447,0
1141,Untreated,Olaparib,0.1,187653,99.89494179,0.105058213
1141,Untreated,Olaparib,0.03,227247,120.992194,0
1141,Untreated,Olaparib,0.01,231487,123.251434,0
1141,Untreated,AZD1775,10,27535,14.57772626,85.42227374
1141,Untreated,AZD1775,3,22315,11.7963034,88.2036966
1141,Untreated,AZD1775,1,26674,14.11895134,85.88104866
1141,Untreated,AZD1775,0.3,30707,16.26789356,83.73210644
1141,Untreated,AZD1775,0.1,142667,75.92461829,24.07538171
1141,Untreated,AZD1775,0.03,211419,112.5584084,0
1141,Untreated,AZD1775,0.01,203749,108.4715284,0
1141,Untreated,AZD6738,10,18700,9.870088148,90.12991185
1141,Untreated,AZD6738,3,18763,9.903657045,90.09634296
1141,Untreated,AZD6738,1,25348,13.41240599,86.58759401
1141,Untreated,AZD6738,0.3,31520,16.70109218,83.29890782
1141,Untreated,AZD6738,0.1,105653,56.20209231,43.79790769
1141,Untreated,AZD6738,0.03,174905,93.10230221,6.897697789
1141,Untreated,AZD6738,0.01,183791,97.83711514,2.162884856
1141,Untreated,AZD7648,10,30062,15.924212,84.075788
1141,Untreated,AZD7648,3,156964,83.54262645,16.45737355
1141,Untreated,AZD7648,1,239524,127.5338661,0
1141,Untreated,AZD7648,0.3,155285,82.64798871,17.35201129
1141,Untreated,AZD7648,0.1,249422,132.8079128,0
1141,Untreated,AZD7648,0.03,170691,90.85691602,9.14308398
1141,Untreated,AZD7648,0.01,161815,86.12743148,13.87256852
1141,Untreated,Epirubicin,10,1899,0.917849561,99.08215044
1141,Untreated,Epirubicin,3,734,0.297091395,99.70290861
1141,Untreated,Epirubicin,1,3262,1.644109974,98.35589003
1141,Untreated,Epirubicin,0.3,17321,9.135302302,90.8646977
1141,Untreated,Epirubicin,0.1,25575,13.53336059,86.46663941
1141,Untreated,Epirubicin,0.03,58112,30.87036356,69.12963644
1141,Untreated,Epirubicin,0.01,120230,63.96929556,36.03070444
1141,Untreated,AZD7762,10,1897,0.916783882,99.08321612
1141,Untreated,AZD7762,3,13482,7.08973097,92.91026903
1141,Untreated,AZD7762,1,25016,13.23550324,86.76449676
1141,Untreated,AZD7762,0.3,39197,20.791702,79.208298
1141,Untreated,AZD7762,0.1,65770,34.95084943,65.04915057
1141,Untreated,AZD7762,0.03,90256,47.99796056,52.00203944
1141,Untreated,AZD7762,0.01,245088,130.4985858,0
1141,Untreated,JQ1,10,791,0.327463254,99.67253675
1141,Untreated,JQ1,3,792,0.327996093,99.67200391
1141,Untreated,JQ1,1,1386,0.644502832,99.35549717
1141,Untreated,JQ1,0.3,3074,1.543936124,98.45606388
1141,Untreated,JQ1,0.1,16890,8.905648422,91.09435158
1141,Untreated,JQ1,0.03,102270,54.39949584,45.60050416
1141,Untreated,JQ1,0.01,156722,83.41367926,16.58632074
1141,Untreated,AZD0156,10,38928,20.64836814,79.35163186
1141,Untreated,AZD0156,3,54530,28.96173201,71.03826799
1141,Untreated,AZD0156,1,58905,31.29290538,68.70709462
1141,Untreated,AZD0156,0.3,63542,33.76368274,66.23631726
1141,Untreated,AZD0156,0.1,85084,45.242114,54.757886
1141,Untreated,AZD0156,0.03,119271,63.45830236,36.54169764
1141,Untreated,AZD0156,0.01,252882,134.6515379,0
1141,Untreated,AZD0156,10,37074,19.66048347,80.33951653
1141,Untreated,AZD0156,3,50781,26.96411625,73.03588375
1141,Untreated,AZD0156,1,44872,23.81556689,76.18443311
1141,Untreated,AZD0156,0.3,55304,29.37414988,70.62585012
1141,Untreated,AZD0156,0.1,73765,39.21090225,60.78909775
1141,Untreated,AZD0156,0.03,199108,105.9986197,0
1141,Untreated,AZD0156,0.01,212347,113.0528836,0
1141,Untreated,AZD6738,10,16455,8.673863184,91.32613682
1141,Untreated,AZD6738,3,22106,11.68493992,88.31506008
1141,Untreated,AZD6738,1,16721,8.815598525,91.18440148
1141,Untreated,AZD6738,0.3,29665,15.71267467,84.28732533
1141,Untreated,AZD6738,0.1,107240,57.0477088,42.9522912
1141,Untreated,AZD6738,0.03,364061,193.8921149,0
1141,Untreated,AZD6738,0.01,293991,156.5560421,0
1141,Untreated,AZD7648,10,32532,17.24032588,82.75967412
1141,Untreated,AZD7648,3,135071,71.87716848,28.12283152
1141,Untreated,AZD7648,1,235314,125.2906113,0
1141,Untreated,AZD7648,0.3,296279,157.7751792,0
1141,Untreated,AZD7648,0.1,149521,79.5767011,20.4232989
1141,Untreated,AZD7648,0.03,345963,184.2487833,0
1141,Untreated,AZD7648,0.01,170798,90.91392986,9.08607014
1141,Untreated,Epirubicin,10,758,0.309879546,99.69012045
1141,Untreated,Epirubicin,3,1284,0.59015319,99.40984681
1141,Untreated,Epirubicin,1,4320,2.2078543,97.7921457
1141,Untreated,Epirubicin,0.3,12166,6.38851402,93.61148598
1141,Untreated,Epirubicin,0.1,40288,21.37303003,78.62696997
1141,Untreated,Epirubicin,0.03,71248,37.86974491,62.13025509
1141,Untreated,Epirubicin,0.01,96872,51.52322753,48.47677247
1141,Untreated,AZD7762,10,2597,1.289771622,98.71022838
1141,Untreated,AZD7762,3,17210,9.076157103,90.9238429
1141,Untreated,AZD7762,1,26522,14.03795972,85.96204028
1141,Untreated,AZD7762,0.3,32451,17.19716587,82.80283413
1141,Untreated,AZD7762,0.1,56314,29.91231791,70.08768209
1141,Untreated,AZD7762,0.03,123048,65.47083763,34.52916237
1141,Untreated,AZD7762,0.01,155371,82.69381292,17.30618708
1141,Untreated,JQ1,10,767,0.314675103,99.6853249
1141,Untreated,JQ1,3,640,0.24700447,99.75299553
1141,Untreated,JQ1,1,638,0.245938791,99.75406121
1141,Untreated,JQ1,0.3,2155,1.054256506,98.94574349
1141,Untreated,JQ1,0.1,18911,9.98251731,90.01748269
1141,Untreated,JQ1,0.03,106023,56.39924297,43.60075703
1141,Untreated,JQ1,0.01,206890,110.1451777,0
1141,Untreated,JQ1,10,809,0.337054367,99.66294563
1141,Untreated,JQ1,3,792,0.327996093,99.67200391
1141,Untreated,JQ1,1,680,0.268318055,99.73168194
1141,Untreated,JQ1,0.3,2410,1.190130611,98.80986939
1141,Untreated,JQ1,0.1,12305,6.462578728,93.53742127
1141,Untreated,JQ1,0.03,117677,62.60895599,37.39104401
1141,Untreated,JQ1,0.01,126163,67.13063307,32.86936693
1141,Untreated,AZD0156,10,23244,12.29131142,87.70868858
1141,Untreated,AZD0156,3,36513,19.36156044,80.63843956
1141,Untreated,AZD0156,1,41780,22.16802676,77.83197324
1141,Untreated,AZD0156,0.3,50005,26.5506327,73.4493673
1141,Untreated,AZD0156,0.1,74473,39.58815271,60.41184729
1141,Untreated,AZD0156,0.03,118973,63.29951615,36.70048385
1141,Untreated,AZD0156,0.01,199723,106.3263161,0
1141,Untreated,AZD6738,10,19931,10.52601373,89.47398627
1141,Untreated,AZD6738,3,17105,9.020208942,90.97979106
1141,Untreated,AZD6738,1,16526,8.711694797,91.2883052
1141,Untreated,AZD6738,0.3,22360,11.82028119,88.17971881
1141,Untreated,AZD6738,0.1,76964,40.91545622,59.08454378
1141,Untreated,AZD6738,0.03,160822,85.59832173,14.40167827
1141,Untreated,AZD6738,0.01,245343,130.6344599,0
1141,Untreated,AZD7648,10,34364,18.21648808,81.78351192
1141,Untreated,AZD7648,3,117946,62.75228985,37.24771015
1141,Untreated,AZD7648,1,256835,136.7578529,0
1141,Untreated,AZD7648,0.3,349586,186.1792612,0
1141,Untreated,AZD7648,0.1,254918,135.7363994,0
1141,Untreated,AZD7648,0.03,301479,160.5459453,0
1141,Untreated,AZD7648,0.01,313194,166.7881615,0
1141,Untreated,Epirubicin,10,586,0.21823113,99.78176887
1141,Untreated,Epirubicin,3,603,0.227289404,99.7727106
1141,Untreated,Epirubicin,1,1675,0.798493485,99.20150652
1141,Untreated,Epirubicin,0.3,12810,6.73166274,93.26833726
1141,Untreated,Epirubicin,0.1,28446,15.06314316,84.93685684
1141,Untreated,Epirubicin,0.03,77852,41.38861781,58.61138219
1141,Untreated,Epirubicin,0.01,91790,48.81533655,51.18466345
1141,Untreated,AZD7762,10,2964,1.485323765,98.51467623
1141,Untreated,AZD7762,3,14644,7.708890618,92.29110938
1141,Untreated,AZD7762,1,18633,9.834387893,90.16561211
1141,Untreated,AZD7762,0.3,26532,14.04328811,85.95671189
1141,Untreated,AZD7762,0.1,46395,24.62708164,75.37291836
1141,Untreated,AZD7762,0.03,92674,49.28636678,50.71363322
1141,Untreated,AZD7762,0.01,132941,70.74222007,29.25777993
1141,CT,Paclitaxel,10,11430,3.651283599,96.3487164
1141,CT,Paclitaxel,3,13867,4.444087045,95.55591296
1141,CT,Paclitaxel,1,18500,5.951291955,94.04870804
1141,CT,Paclitaxel,0.3,31237,10.09488551,89.90511449
1141,CT,Paclitaxel,0.1,77072,25.0059015,74.9940985
1141,CT,Paclitaxel,0.03,181848,59.0915699,40.9084301
1141,CT,Paclitaxel,0.01,265043,86.15651972,13.84348028
1141,CT,Carboplatin,10,18855,6.066780352,93.93321965
1141,CT,Carboplatin,3,63268,20.51519211,79.48480789
1141,CT,Carboplatin,1,131331,42.65740835,57.34259165
1141,CT,Carboplatin,0.3,211222,68.64750278,31.35249722
1141,CT,Carboplatin,0.1,281537,91.52233836,8.477661636
1141,CT,Carboplatin,0.03,270514,87.93634231,12.06365769
1141,CT,Carboplatin,0.01,361682,117.5950639,0
1141,CT,Olaparib,10,76348,24.77037023,75.22962977
1141,CT,Olaparib,3,134313,43.62751088,56.37248912
1141,CT,Olaparib,1,174879,56.8244188,43.1755812
1141,CT,Olaparib,0.3,195073,63.39391933,36.60608067
1141,CT,Olaparib,0.1,254314,82.66616757,17.33383243
1141,CT,Olaparib,0.03,175519,57.03262324,42.96737676
1141,CT,Olaparib,0.01,308503,100.2949021,0
1141,CT,AZD1775,10,15066,4.834145039,95.16585496
1141,CT,AZD1775,3,9478,3.016260075,96.98373993
1141,CT,AZD1775,1,19654,6.326710575,93.67328942
1141,CT,AZD1775,0.3,40221,13.01755525,86.98244475
1141,CT,AZD1775,0.1,149432,48.54601531,51.45398469
1141,CT,AZD1775,0.03,259901,84.48372722,15.51627278
1141,CT,AZD1775,0.01,258683,84.08748815,15.91251185
1141,CT,BMN-673,10,36413,11.77873887,88.22126113
1141,CT,BMN-673,3,48673,15.76715506,84.23284494
1141,CT,BMN-673,1,49527,16.04497785,83.95502215
1141,CT,BMN-673,0.3,56503,18.31440618,81.68559382
1141,CT,BMN-673,0.1,68496,22.21596208,77.78403792
1141,CT,BMN-673,0.03,96280,31.25463707,68.74536293
1141,CT,BMN-673,0.01,157057,51.02657595,48.97342405
1141,CT,AZD2014,10,4706,1.463835764,98.53616424
1141,CT,AZD2014,3,6423,2.022409222,97.97759078
1141,CT,AZD2014,1,10712,3.417704249,96.58229575
1141,CT,AZD2014,0.3,57368,18.59580749,81.40419251
1141,CT,AZD2014,0.1,148729,48.31731576,51.68268424
1141,CT,AZD2014,0.03,245350,79.75000422,20.24999578
1141,CT,AZD2014,0.01,226181,73.5139561,26.4860439
1141,CT,AZD2014,10,3218,0.979760455,99.02023954
1141,CT,AZD2014,3,2221,0.655416985,99.34458301
1141,CT,AZD2014,1,4902,1.527598372,98.47240163
1141,CT,AZD2014,0.3,30577,9.880174688,90.11982531
1141,CT,AZD2014,0.1,92860,30.14204463,69.85795537
1141,CT,AZD2014,0.03,185650,60.32843436,39.67156564
1141,CT,AZD2014,0.01,220460,71.65280365,28.34719635
1141,CT,Paclitaxel,10,16994,5.461360897,94.5386391
1141,CT,Paclitaxel,3,16091,5.167597453,94.83240255
1141,CT,Paclitaxel,1,22241,7.168311936,92.83168806
1141,CT,Paclitaxel,0.3,24474,7.894750219,92.10524978
1141,CT,Paclitaxel,0.1,59663,19.34241557,80.65758443
1141,CT,Paclitaxel,0.03,169817,55.17765186,44.82234814
1141,CT,Paclitaxel,0.01,323412,105.1450894,0
1141,CT,Carboplatin,10,14739,4.727765586,95.27223441
1141,CT,Carboplatin,3,45963,14.88553941,85.11446059
1141,CT,Carboplatin,1,122874,39.90618194,60.09381806
1141,CT,Carboplatin,0.3,191854,62.34671609,37.65328391
1141,CT,Carboplatin,0.1,253169,82.29367683,17.70632317
1141,CT,Carboplatin,0.03,263012,85.49579596,14.50420404
1141,CT,Carboplatin,0.01,357902,116.3653565,0
1141,CT,Olaparib,10,50231,16.27400273,83.72599727
1141,CT,Olaparib,3,133383,43.32496381,56.67503619
1141,CT,Olaparib,1,233722,75.96718991,24.03281009
1141,CT,Olaparib,0.3,196624,63.89848977,36.10151023
1141,CT,Olaparib,0.1,190396,61.87240037,38.12759963
1141,CT,Olaparib,0.03,234672,76.27624337,23.72375663
1141,CT,Olaparib,0.01,223404,72.61054405,27.38945595
1141,CT,AZD1775,10,15206,4.879689759,95.12031024
1141,CT,AZD1775,3,17215,5.53325649,94.46674351
1141,CT,AZD1775,1,11476,3.666248292,96.33375171
1141,CT,AZD1775,0.3,33161,10.72080009,89.27919991
1141,CT,AZD1775,0.1,170868,55.51956258,44.48043742
1141,CT,AZD1775,0.03,256361,83.33209644,16.66790356
1141,CT,AZD1775,0.01,191701,62.29694222,37.70305778
1141,CT,BMN-673,10,46986,15.21834118,84.78165882
1141,CT,BMN-673,3,58207,18.86875049,81.13124951
1141,CT,BMN-673,1,55564,18.00893124,81.99106876
1141,CT,BMN-673,0.3,69164,22.43327546,77.56672454
1141,CT,BMN-673,0.1,86500,28.07301307,71.92698693
1141,CT,BMN-673,0.03,104008,33.76870561,66.23129439
1141,CT,BMN-673,0.01,145104,47.13803283,52.86196717
1141,CT,BMN-673,10,34478,11.14924578,88.85075422
1141,CT,BMN-673,3,40587,13.13662216,86.86337784
1141,CT,BMN-673,1,47913,15.51991229,84.48008771
1141,CT,BMN-673,0.3,64112,20.78976171,79.21023829
1141,CT,BMN-673,0.1,62406,20.23476677,79.76523323
1141,CT,BMN-673,0.03,116362,37.78770183,62.21229817
1141,CT,BMN-673,0.01,163082,52.98662551,47.01337449
1141,CT,AZD2014,10,4493,1.394542726,98.60545727
1141,CT,AZD2014,3,6165,1.93847681,98.06152319
1141,CT,AZD2014,1,11988,3.83281184,96.16718816
1141,CT,AZD2014,0.3,94480,30.6690621,69.3309379
1141,CT,AZD2014,0.1,274624,89.27340516,10.72659484
1141,CT,AZD2014,0.03,247188,80.34794133,19.65205867
1141,CT,AZD2014,0.01,276140,89.76658941,10.23341059
1141,CT,Paclitaxel,10,16704,5.367018262,94.63298174
1141,CT,Paclitaxel,3,12108,3.871850171,96.12814983
1141,CT,Paclitaxel,1,25162,8.118569985,91.88143001
1141,CT,Paclitaxel,0.3,34020,11.00024948,88.99975052
1141,CT,Paclitaxel,0.1,64744,20.99536359,79.00463641
1141,CT,Paclitaxel,0.03,188517,61.26112516,38.73887484
1141,CT,Paclitaxel,0.01,291812,94.86499549,5.135004513
1141,CT,Carboplatin,10,16661,5.353029527,94.64697047
1141,CT,Carboplatin,3,57628,18.68039054,81.31960946
1141,CT,Carboplatin,1,76018,24.66301482,75.33698518
1141,CT,Carboplatin,0.3,379376,123.3512659,0
1141,CT,Carboplatin,0.1,270618,87.97017553,12.02982447
