Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1006,Olaparib,AZD6738,0.1,5542,36.58439849,63.41560151
1006,Olaparib,AZD6738,0.03,15086,100.1142703,0
1006,Olaparib,AZD6738,0.01,13670,90.68863135,9.311368651
1006,Olaparib,AZD7648,10,5279,34.83373249,65.16626751
1006,Olaparib,AZD7648,3,10005,66.29246828,33.70753172
1006,Olaparib,AZD7648,1,17904,118.872357,0
1006,Olaparib,AZD7648,0.3,12032,79.78524387,20.21475613
1006,Olaparib,AZD7648,0.1,14699,97.53819528,2.461804723
1006,Olaparib,AZD7648,0.03,7883,52.16732284,47.83267716
1006,Olaparib,AZD7648,0.01,12555,83.2666063,16.7333937
1006,Olaparib,Epirubicin,10,182,0.905426038,99.09457396
1006,Olaparib,Epirubicin,3,151,0.699073772,99.30092623
1006,Olaparib,Epirubicin,1,803,5.039127884,94.96087212
1006,Olaparib,Epirubicin,0.3,489,2.948979125,97.05102088
1006,Olaparib,Epirubicin,0.1,3221,21.13460464,78.86539536
1006,Olaparib,Epirubicin,0.03,4615,30.41380009,69.58619991
1006,Olaparib,Epirubicin,0.01,12230,81.10323576,18.89676424
1006,Olaparib,AZD7762,10,3441,22.59904007,77.40095993
1006,Olaparib,AZD7762,3,2189,14.26507113,85.73492887
1006,Olaparib,AZD7762,1,2031,13.21334023,86.78665977
1006,Olaparib,AZD7762,0.3,1089,6.942893952,93.05710605
1006,Olaparib,AZD7762,0.1,1963,12.76069655,87.23930345
1006,Olaparib,AZD7762,0.03,9121,60.40810044,39.59189956
1006,Olaparib,AZD7762,0.01,10967,72.69604505,27.30395495
1006,Olaparib,JQ1,10,208,1.078495681,98.92150432
1006,Olaparib,JQ1,3,171,0.832204267,99.16779573
1006,Olaparib,JQ1,1,244,1.318130571,98.68186943
1006,Olaparib,JQ1,0.3,3707,24.36967565,75.63032435
1006,Olaparib,JQ1,0.1,3544,23.28466212,76.71533788
1006,Olaparib,JQ1,0.03,47667,316.990502,0
1006,Olaparib,JQ1,0.01,16822,111.6699972,0
1006,Olaparib,JQ1,10,359,2.083630912,97.91636909
1006,Olaparib,JQ1,3,190,0.958678236,99.04132176
1006,Olaparib,JQ1,1,462,2.769252958,97.23074704
1006,Olaparib,JQ1,0.3,1821,11.81547004,88.18452996
1006,Olaparib,JQ1,0.1,2781,18.20573376,81.79426624
1006,Olaparib,JQ1,0.03,5480,36.17169396,63.82830604
1006,Olaparib,JQ1,0.01,23199,154.1186553,0
1006,Olaparib,AZD8055,10,1791,11.6157743,88.3842257
1006,Olaparib,AZD8055,3,2893,18.95126453,81.04873547
1006,Olaparib,AZD8055,1,3659,24.05016246,75.94983754
1006,Olaparib,AZD8055,0.3,5954,39.32688667,60.67311333
1006,Olaparib,AZD8055,0.1,4843,31.93148772,68.06851228
1006,Olaparib,AZD8055,0.03,4592,30.26070002,69.73929998
1006,Olaparib,AZD8055,0.01,11369,75.37196799,24.62803201
1006,Olaparib,AZD6738,10,3817,25.10189337,74.89810663
1006,Olaparib,AZD6738,3,4492,29.59504755,70.40495245
1006,Olaparib,AZD6738,1,4369,28.77629501,71.22370499
1006,Olaparib,AZD6738,0.3,4477,29.49519967,70.50480033
1006,Olaparib,AZD6738,0.1,3627,23.83715367,76.16284633
1006,Olaparib,AZD6738,0.03,12458,82.6209234,17.3790766
1006,Olaparib,AZD6738,0.01,12247,81.21639668,18.78360332
1006,Olaparib,AZD7648,10,6735,44.52563247,55.47436753
1006,Olaparib,AZD7648,3,13534,89.78334399,10.21665601
1006,Olaparib,AZD7648,1,21096,140.1199839,0
1006,Olaparib,AZD7648,0.3,10834,71.81072727,28.18927273
1006,Olaparib,AZD7648,0.1,12796,84.87082875,15.12917125
1006,Olaparib,AZD7648,0.03,20693,137.4374044,0
1006,Olaparib,AZD7648,0.01,5364,35.39953709,64.60046291
1006,Olaparib,Epirubicin,10,170,0.825547742,99.17445226
1006,Olaparib,Epirubicin,3,256,1.398008867,98.60199113
1006,Olaparib,Epirubicin,1,253,1.378039293,98.62196071
1006,Olaparib,Epirubicin,0.3,1072,6.829733032,93.17026697
1006,Olaparib,Epirubicin,0.1,2624,17.16065938,82.83934062
1006,Olaparib,Epirubicin,0.03,3384,22.21961817,77.78038183
1006,Olaparib,Epirubicin,0.01,9341,61.87253587,38.12746413
1006,Olaparib,AZD7762,10,3446,22.6323227,77.3676773
1006,Olaparib,AZD7762,3,1283,8.234259746,91.76574025
1006,Olaparib,AZD7762,1,3833,25.20839776,74.79160224
1006,Olaparib,AZD7762,0.3,1868,12.1283267,87.8716733
1006,Olaparib,AZD7762,0.1,4239,27.91094679,72.08905321
1006,Olaparib,AZD7762,0.03,9938,65.84648113,34.15351887
1006,Olaparib,AZD7762,0.01,8152,53.95792799,46.04207201
1006,AZD1775,Paclitaxel,10,23413,13.12807872,86.87192128
1006,AZD1775,Paclitaxel,3,23738,13.31128235,86.68871765
1006,AZD1775,Paclitaxel,1,22777,12.7695633,87.2304367
1006,AZD1775,Paclitaxel,0.3,38091,21.40211847,78.59788153
1006,AZD1775,Paclitaxel,0.1,51959,29.2195584,70.7804416
1006,AZD1775,Paclitaxel,0.03,78694,44.29017107,55.70982893
1006,AZD1775,Paclitaxel,0.01,104663,58.92898687,41.07101313
1006,AZD1775,Carboplatin,10,36549,20.53288769,79.46711231
1006,AZD1775,Carboplatin,3,57220,32.18520243,67.81479757
1006,AZD1775,Carboplatin,1,78934,44.4254599,55.5745401
1006,AZD1775,Carboplatin,0.3,174665,98.38935822,1.610641782
1006,AZD1775,Carboplatin,0.1,169833,95.66554298,4.334457021
1006,AZD1775,Carboplatin,0.03,256324,144.4208211,0
1006,AZD1775,Carboplatin,0.01,184140,103.7304487,0
1006,AZD1775,Olaparib,10,69640,39.18639971,60.81360029
1006,AZD1775,Olaparib,3,103346,58.18658938,41.81341062
1006,AZD1775,Olaparib,1,130693,73.60218858,26.39781142
1006,AZD1775,Olaparib,0.3,130428,73.45280716,26.54719284
1006,AZD1775,Olaparib,0.1,107840,60.71987284,39.28012716
1006,AZD1775,Olaparib,0.03,169805,95.64975928,4.350240719
1006,AZD1775,Olaparib,0.01,156681,88.25171474,11.74828526
1006,AZD1775,AZD1775,10,7590,4.208598475,95.79140153
1006,AZD1775,AZD1775,3,13234,7.390140943,92.60985906
1006,AZD1775,AZD1775,1,18426,10.31688944,89.68311056
1006,AZD1775,AZD1775,0.3,40737,22.89367789,77.10632211
1006,AZD1775,AZD1775,0.1,71371,40.16217045,59.83782955
1006,AZD1775,AZD1775,0.03,138858,78.20482753,21.79517247
1006,AZD1775,AZD1775,0.01,140528,79.14621235,20.85378765
1006,AZD1775,BMN-673,10,49185,27.65584493,72.34415507
1006,AZD1775,BMN-673,3,53096,29.86048926,70.13951074
1006,AZD1775,BMN-673,1,57778,32.49974898,67.50025102
1006,AZD1775,BMN-673,0.3,57988,32.61812671,67.38187329
1006,AZD1775,BMN-673,0.1,65153,36.65706218,63.34293782
1006,AZD1775,BMN-673,0.03,65494,36.84928507,63.15071493
1006,AZD1775,BMN-673,0.01,79478,44.7321146,55.2678854
1006,AZD1775,AZD0156,10,23326,13.07903651,86.92096349
1006,AZD1775,AZD0156,3,33913,19.04696531,80.95303469
1006,AZD1775,AZD0156,1,35264,19.80852872,80.19147128
1006,AZD1775,AZD0156,0.3,38245,21.4889288,78.5110712
1006,AZD1775,AZD0156,0.1,60955,34.29063495,65.70936505
1006,AZD1775,AZD0156,0.03,105500,59.40080668,40.59919332
1006,AZD1775,AZD0156,0.01,198247,111.6826138,0
1006,AZD1775,AZD0156,10,35802,20.11180119,79.88819881
1006,AZD1775,AZD0156,3,39120,21.98216935,78.01783065
1006,AZD1775,AZD0156,1,40177,22.57800394,77.42199606
1006,AZD1775,AZD0156,0.3,56895,32.0019988,67.9980012
1006,AZD1775,AZD0156,0.1,60400,33.97777951,66.02222049
1006,AZD1775,AZD0156,0.03,134475,75.73411516,24.26588484
1006,AZD1775,AZD0156,0.01,135327,76.21439053,23.78560947
1006,AZD1775,Paclitaxel,10,20523,11.49897565,88.50102435
1006,AZD1775,Paclitaxel,3,22367,12.53844487,87.46155513
1006,AZD1775,Paclitaxel,1,29362,16.48155075,83.51844925
1006,AZD1775,Paclitaxel,0.3,31686,17.79159765,82.20840235
1006,AZD1775,Paclitaxel,0.1,63393,35.66494404,64.33505596
1006,AZD1775,Paclitaxel,0.03,101401,57.0901861,42.9098139
1006,AZD1775,Paclitaxel,0.01,142324,80.15862381,19.84137619
1006,AZD1775,Carboplatin,10,46619,26.20938179,73.79061821
1006,AZD1775,Carboplatin,3,76214,42.89218642,57.10781358
1006,AZD1775,Carboplatin,1,96019,54.05633394,45.94366606
1006,AZD1775,Carboplatin,0.3,173189,97.55733187,2.442668126
1006,AZD1775,Carboplatin,0.1,267826,150.9045386,0
1006,AZD1775,Carboplatin,0.03,166723,93.91242514,6.08757486
1006,AZD1775,Carboplatin,0.01,227156,127.9787178,0
1006,AZD1775,Olaparib,10,53973,30.35485722,69.64514278
1006,AZD1775,Olaparib,3,82426,46.39391247,53.60608753
1006,AZD1775,Olaparib,1,118699,66.84112898,33.15887102
1006,AZD1775,Olaparib,0.3,97085,54.65724186,45.34275814
1006,AZD1775,Olaparib,0.1,134107,75.52667228,24.47332772
1006,AZD1775,Olaparib,0.03,157439,88.67900199,11.32099801
1006,AZD1775,Olaparib,0.01,195787,110.2959032,0
1006,AZD1775,AZD1775,10,8468,4.703530134,95.29646987
1006,AZD1775,AZD1775,3,18096,10.13086729,89.86913271
1006,AZD1775,AZD1775,1,26933,15.11231498,84.88768502
1006,AZD1775,AZD1775,0.3,32158,18.05766569,81.94233431
1006,AZD1775,AZD1775,0.1,76905,43.28170553,56.71829447
1006,AZD1775,AZD1775,0.03,151284,85.20940704,14.79059296
1006,AZD1775,AZD1775,0.01,160492,90.39998873,9.600011274
1006,AZD1775,BMN-673,10,60834,34.22242683,65.77757317
1006,AZD1775,BMN-673,3,56368,31.70492706,68.29507294
1006,AZD1775,BMN-673,1,53315,29.98394032,70.01605968
1006,AZD1775,BMN-673,0.3,82385,46.37080063,53.62919937
1006,AZD1775,BMN-673,0.1,68597,38.59845698,61.40154302
1006,AZD1775,BMN-673,0.03,87994,49.53261348,50.46738652
1006,AZD1775,BMN-673,0.01,103728,58.40192411,41.59807589
1006,AZD1775,BMN-673,10,41870,23.53235394,76.46764606
1006,AZD1775,BMN-673,3,53079,29.8509063,70.1490937
1006,AZD1775,BMN-673,1,62886,35.37914638,64.62085362
1006,AZD1775,BMN-673,0.3,69715,39.22867748,60.77132252
1006,AZD1775,BMN-673,0.1,78582,44.22703628,55.77296372
1006,AZD1775,BMN-673,0.03,65372,36.78051324,63.21948676
1006,AZD1775,BMN-673,0.01,119651,67.3777747,32.6222253
1006,AZD1775,AZD0156,10,34653,19.46410589,80.53589411
1006,AZD1775,AZD0156,3,38411,21.58250358,78.41749642
1006,AZD1775,AZD0156,1,34908,19.60785028,80.39214972
1006,AZD1775,AZD0156,0.3,42608,23.94836711,76.05163289
1006,AZD1775,AZD0156,0.1,50732,28.52789422,71.47210578
1006,AZD1775,AZD0156,0.03,156035,87.88756229,12.11243771
1006,AZD1775,AZD0156,0.01,215565,121.4448308,0
1006,AZD1775,Paclitaxel,10,22519,12.6241278,87.3758722
1006,AZD1775,Paclitaxel,3,22342,12.52435228,87.47564772
1006,AZD1775,Paclitaxel,1,33160,18.62249658,81.37750342
1006,AZD1775,Paclitaxel,0.3,48369,27.19586289,72.80413711
1006,AZD1775,Paclitaxel,0.1,63608,35.78614029,64.21385971
1006,AZD1775,Paclitaxel,0.03,133222,75.02779469,24.97220531
1006,AZD1775,Paclitaxel,0.01,206805,116.5067882,0
1006,AZD1775,Carboplatin,10,54995,30.93096218,69.06903782
1006,AZD1775,Carboplatin,3,71539,40.25687263,59.74312737
1006,AZD1775,Carboplatin,1,127224,71.64670119,28.35329881
1006,AZD1775,Carboplatin,0.3,181958,102.5004477,0
1006,AZD1775,Carboplatin,0.1,169994,95.75629924,4.24370076
1006,AZD1775,Carboplatin,0.03,188539,106.2101804,0
1006,AZD1775,Carboplatin,0.01,192395,108.383821,0
1006,AZD1775,Olaparib,10,93588,52.68597077,47.31402923
1006,AZD1775,Olaparib,3,77076,43.37809883,56.62190117
1006,AZD1775,Olaparib,1,138187,77.82658249,22.17341751
1006,AZD1775,Olaparib,0.3,149002,83.92303568,16.07696432
1006,AZD1775,Olaparib,0.1,153516,86.46759322,13.53240678
1006,AZD1775,Olaparib,0.03,149322,84.1034208,15.8965792
1006,AZD1775,Olaparib,0.01,241258,135.9280644,0
1006,AZD1775,AZD1775,10,7946,4.409276915,95.59072308
1006,AZD1775,AZD1775,3,20346,11.39920013,88.60079987
1006,AZD1775,AZD1775,1,31481,17.67603843,82.32396157
1006,AZD1775,AZD1775,0.3,79338,44.65319611,55.34680389
1006,AZD1775,AZD1775,0.1,165571,93.26303873,6.736961274
1006,AZD1775,AZD1775,0.03,193777,109.1628592,0
1006,AZD1775,AZD1775,0.01,226877,127.8214446,0
1006,AZD1775,AZD6738,10,20255,11.34790311,88.65209689
1006,AZD1775,AZD6738,3,24632,13.81523326,86.18476674
1006,AZD1775,AZD6738,1,30480,17.11177124,82.88822876
1006,AZD1775,AZD6738,0.3,41504,23.32603846,76.67396154
1006,AZD1775,AZD6738,0.1,141359,79.61464995,20.38535005
1006,AZD1775,AZD6738,0.03,182723,102.9316809,0
1006,AZD1775,AZD6738,0.01,167639,94.42877753,5.571222467
1006,AZD1775,AZD7648,10,111050,62.52936102,37.47063898
1006,AZD1775,AZD7648,3,174508,98.30085677,1.699143229
1006,AZD1775,AZD7648,1,173090,97.50152523,2.498474771
1006,AZD1775,AZD7648,0.3,219824,123.8456439,0
1006,AZD1775,AZD7648,0.1,185405,104.4435336,0
1006,AZD1775,AZD7648,0.03,188116,105.9717338,0
1006,AZD1775,AZD7648,0.01,209972,118.2920372,0
1006,AZD1775,Epirubicin,10,771,0.364704411,99.63529559
1006,AZD1775,Epirubicin,3,669,0.307206655,99.69279334
1006,AZD1775,Epirubicin,1,3007,1.625145403,98.3748546
1006,AZD1775,Epirubicin,0.3,18087,10.12579396,89.87420604
1006,AZD1775,Epirubicin,0.1,34334,19.28428448,80.71571552
1006,AZD1775,Epirubicin,0.03,55655,31.30300648,68.69699352
1006,AZD1775,Epirubicin,0.01,92165,51.88382071,48.11617929
1006,AZD1775,AZD7762,10,10272,5.720451221,94.27954878
1006,AZD1775,AZD7762,3,10371,5.776257866,94.22374213
1006,AZD1775,AZD7762,1,16908,9.461187547,90.53881245
1006,AZD1775,AZD7762,0.3,14543,8.128028805,91.87197119
1006,AZD1775,AZD7762,0.1,43102,24.22683663,75.77316337
1006,AZD1775,AZD7762,0.03,104004,58.55750627,41.44249373
1006,AZD1775,AZD7762,0.01,145743,82.08592603,17.91407397
1006,AZD1775,JQ1,10,1186,0.598641357,99.40135864
1006,AZD1775,JQ1,3,1754,0.918824937,99.08117506
1006,AZD1775,JQ1,1,2522,1.351749213,98.64825079
1006,AZD1775,JQ1,0.3,9731,5.415487636,94.58451236
1006,AZD1775,JQ1,0.1,99266,55.88667916,44.11332084
1006,AZD1775,JQ1,0.03,119576,67.33549694,32.66450306
1006,AZD1775,JQ1,0.01,303425,170.9718189,0
1006,AZD1775,AZD8055,10,7752,4.299918439,95.70008156
1006,AZD1775,AZD8055,3,13343,7.451584623,92.54841538
1006,AZD1775,AZD8055,1,19251,10.78194481,89.21805519
1006,AZD1775,AZD8055,0.3,31147,17.48776147,82.51223853
1006,AZD1775,AZD8055,0.1,100127,56.37202786,43.62797214
1006,AZD1775,AZD8055,0.03,106836,60.15391454,39.84608546
1006,AZD1775,AZD8055,0.01,175973,99.12668238,0.873317624
1006,AZD1775,AZD8055,10,7894,4.379964334,95.62003567
1006,AZD1775,AZD8055,3,11456,6.387876147,93.61212385
1006,AZD1775,AZD8055,1,17816,9.973030311,90.02696969
1006,AZD1775,AZD8055,0.3,29863,16.76396619,83.23603381
1006,AZD1775,AZD8055,0.1,68566,38.58098217,61.41901783
1006,AZD1775,AZD8055,0.03,78579,44.22534517,55.77465483
1006,AZD1775,AZD8055,0.01,163437,92.06009549,7.939904511
1006,AZD1775,AZD6738,10,27501,15.43249856,84.56750144
1006,AZD1775,AZD6738,3,26510,14.87386841,85.12613159
1006,AZD1775,AZD6738,1,32515,18.25890784,81.74109216
1006,AZD1775,AZD6738,0.3,58522,32.91914437,67.08085563
1006,AZD1775,AZD6738,0.1,152748,86.03466894,13.96533106
1006,AZD1775,AZD6738,0.03,152433,85.85710234,14.14289766
1006,AZD1775,AZD6738,0.01,308564,173.8686911,0
1006,AZD1775,AZD7648,10,119448,67.26334289,32.73665711
1006,AZD1775,AZD7648,3,108308,60.98368607,39.01631393
1006,AZD1775,AZD7648,1,152931,86.13782668,13.86217332
1006,AZD1775,AZD7648,0.3,203990,114.9199629,0
1006,AZD1775,AZD7648,0.1,178734,100.6830677,0
1006,AZD1775,AZD7648,0.03,243974,137.4590831,0
1006,AZD1775,AZD7648,0.01,164025,92.39155314,7.608446862
1006,AZD1775,Epirubicin,10,610,0.27394815,99.72605185
1006,AZD1775,Epirubicin,3,563,0.247454086,99.75254591
1006,AZD1775,Epirubicin,1,3086,1.669677979,98.33032202
1006,AZD1775,Epirubicin,0.3,19944,11.17259133,88.82740867
1006,AZD1775,Epirubicin,0.1,29824,16.74198176,83.25801824
1006,AZD1775,Epirubicin,0.03,47286,26.58537201,73.41462799
1006,AZD1775,Epirubicin,0.01,101266,57.01408613,42.98591387
1006,AZD1775,AZD7762,10,8221,4.564295374,95.43570463
1006,AZD1775,AZD7762,3,8197,4.55076649,95.44923351
1006,AZD1775,AZD7762,1,13767,7.690594901,92.3094051
1006,AZD1775,AZD7762,0.3,22891,12.8338255,87.1661745
1006,AZD1775,AZD7762,0.1,55443,31.18350134,68.81649866
1006,AZD1775,AZD7762,0.03,114939,64.72160388,35.27839612
1006,AZD1775,AZD7762,0.01,184749,104.0737442,0
1006,AZD1775,JQ1,10,974,0.479136218,99.52086378
1006,AZD1775,JQ1,3,1047,0.520286573,99.47971343
1006,AZD1775,JQ1,1,1717,0.897967908,99.10203209
1006,AZD1775,JQ1,0.3,8942,4.970725586,95.02927441
1006,AZD1775,JQ1,0.1,47304,26.59551867,73.40448133
1006,AZD1775,JQ1,0.03,209610,118.0879765,0
1006,AZD1775,JQ1,0.01,146579,82.55718214,17.44281786
1006,AZD1775,JQ1,10,686,0.316789615,99.68321039
1006,AZD1775,JQ1,3,1062,0.528742125,99.47125787
1006,AZD1775,JQ1,1,2287,1.219278894,98.78072111
1006,AZD1775,JQ1,0.3,8116,4.505106508,95.49489349
1006,AZD1775,JQ1,0.1,94325,53.10142024,46.89857976
1006,AZD1775,JQ1,0.03,123301,69.43529242,30.56470758
1006,AZD1775,JQ1,0.01,155354,87.50368022,12.49631978
1006,AZD1775,AZD8055,10,7829,4.343323607,95.65667639
1006,AZD1775,AZD8055,3,9933,5.52935574,94.47064426
1006,AZD1775,AZD8055,1,16410,9.180463212,90.81953679
1006,AZD1775,AZD8055,0.3,31082,17.45112074,82.54887926
1006,AZD1775,AZD8055,0.1,58172,32.72184815,67.27815185
1006,AZD1775,AZD8055,0.03,132841,74.81302366,25.18697634
1006,AZD1775,AZD8055,0.01,146075,82.27307558,17.72692442
1006,AZD1775,AZD6738,10,20496,11.48375565,88.51624435
1006,AZD1775,AZD6738,3,18408,10.30674277,89.69325723
1006,AZD1775,AZD6738,1,26118,14.65289664,85.34710336
1006,AZD1775,AZD6738,0.3,37606,21.12872228,78.87127772
1006,AZD1775,AZD6738,0.1,126973,71.50521161,28.49478839
1006,AZD1775,AZD6738,0.03,166474,93.77206297,6.227937027
1006,AZD1775,AZD6738,0.01,181380,102.1746271,0
1006,AZD1775,AZD7648,10,58563,32.94225621,67.05774379
1006,AZD1775,AZD7648,3,148162,83.44952476,16.55047524
1006,AZD1775,AZD7648,1,135278,76.18676906,23.81323094
1006,AZD1775,AZD7648,0.3,153616,86.52396356,13.47603644
1006,AZD1775,AZD7648,0.1,155086,87.35260769,12.64739231
1006,AZD1775,AZD7648,0.03,148613,83.70375503,16.29624497
1006,AZD1775,AZD7648,0.01,181946,102.4936833,0
1006,AZD1775,Epirubicin,10,580,0.257037045,99.74296295
1006,AZD1775,Epirubicin,3,462,0.190520034,99.80947997
1006,AZD1775,Epirubicin,1,3711,2.021992657,97.97800734
1006,AZD1775,Epirubicin,0.3,22021,12.34340347,87.65659653
1006,AZD1775,Epirubicin,0.1,34378,19.30908743,80.69091257
1006,AZD1775,Epirubicin,0.03,57301,32.23086241,67.76913759
1006,AZD1775,Epirubicin,0.01,95467,53.74516962,46.25483038
1006,AZD1775,AZD7762,10,7118,3.94253043,96.05746957
1006,AZD1775,AZD7762,3,9502,5.286399538,94.71360046
1006,AZD1775,AZD7762,1,12080,6.739627122,93.26037288
1006,AZD1775,AZD7762,0.3,25438,14.26957827,85.73042173
1006,AZD1775,AZD7762,0.1,56979,32.04934989,67.95065011
1006,AZD1775,AZD7762,0.03,91502,51.5100853,48.4899147
1006,AZD1775,AZD7762,0.01,131430,74.01763805,25.98236195
1006,Olap+AZD1775,Paclitaxel,10,9444,11.790293,88.209707
1006,Olap+AZD1775,Paclitaxel,3,7081,8.804317008,91.19568299
1006,Olap+AZD1775,Paclitaxel,1,10428,13.03371254,86.96628746
1006,Olap+AZD1775,Paclitaxel,0.3,11680,14.61578699,85.38421301
1006,Olap+AZD1775,Paclitaxel,0.1,11787,14.75099623,85.24900377
1006,Olap+AZD1775,Paclitaxel,0.03,25357,31.89856043,68.10143957
1006,Olap+AZD1775,Paclitaxel,0.01,15294,19.1825738,80.8174262
1006,Olap+AZD1775,Carboplatin,10,9781,12.21613892,87.78386108
1006,Olap+AZD1775,Carboplatin,3,20974,26.36003619,73.63996381
1006,Olap+AZD1775,Carboplatin,1,19384,24.35085218,75.64914782
1006,Olap+AZD1775,Carboplatin,0.3,35423,44.61833796,55.38166204
1006,Olap+AZD1775,Carboplatin,0.1,32119,40.44327886,59.55672114
1006,Olap+AZD1775,Carboplatin,0.03,47098,59.37130863,40.62869137
1006,Olap+AZD1775,Carboplatin,0.01,30765,38.73231335,61.26768665
1006,Olap+AZD1775,Olaparib,10,20737,26.06055405,73.93944595
1006,Olap+AZD1775,Olaparib,3,23495,29.54566695,70.45433305
1006,Olap+AZD1775,Olaparib,1,51573,65.02608754,34.97391246
1006,Olap+AZD1775,Olaparib,0.3,44508,56.09848687,43.90151313
1006,Olap+AZD1775,Olaparib,0.1,31872,40.13116033,59.86883967
1006,Olap+AZD1775,Olaparib,0.03,50808,64.05940466,35.94059534
1006,Olap+AZD1775,Olaparib,0.01,50333,63.45917673,36.54082327
1006,Olap+AZD1775,AZD1775,10,6782,8.426489322,91.57351068
1006,Olap+AZD1775,AZD1775,3,3406,4.160448297,95.8395517
1006,Olap+AZD1775,AZD1775,1,9387,11.71826565,88.28173435
1006,Olap+AZD1775,AZD1775,0.3,17332,21.75786753,78.24213247
1006,Olap+AZD1775,AZD1775,0.1,17689,22.2089862,77.7910138
1006,Olap+AZD1775,AZD1775,0.03,51664,65.14107857,34.85892143
1006,Olap+AZD1775,AZD1775,0.01,36445,45.90977574,54.09022426
1006,Olap+AZD1775,BMN-673,10,10910,13.64278593,86.35721407
1006,Olap+AZD1775,BMN-673,3,11821,14.79395992,85.20604008
1006,Olap+AZD1775,BMN-673,1,9714,12.13147519,87.86852481
1006,Olap+AZD1775,BMN-673,0.3,25654,32.27386084,67.72613916
1006,Olap+AZD1775,BMN-673,0.1,21384,26.87812767,73.12187233
1006,Olap+AZD1775,BMN-673,0.03,22033,27.69822856,72.30177144
1006,Olap+AZD1775,BMN-673,0.01,26943,33.90268989,66.09731011
1006,Olap+AZD1775,AZD0156,10,15830,19.85988363,80.14011637
1006,Olap+AZD1775,AZD0156,3,15581,19.54523784,80.45476216
1006,Olap+AZD1775,AZD0156,1,14501,18.18050907,81.81949093
1006,Olap+AZD1775,AZD0156,0.3,16769,21.04643948,78.95356052
1006,Olap+AZD1775,AZD0156,0.1,22225,27.94084701,72.05915299
1006,Olap+AZD1775,AZD0156,0.03,53471,67.42447198,32.57552802
1006,Olap+AZD1775,AZD0156,0.01,105886,133.6580444,0
1006,Olap+AZD1775,AZD0156,10,19925,25.0344802,74.9655198
1006,Olap+AZD1775,AZD0156,3,13577,17.0129078,82.9870922
1006,Olap+AZD1775,AZD0156,1,18900,23.73925151,76.26074849
1006,Olap+AZD1775,AZD0156,0.3,22244,27.96485613,72.03514387
1006,Olap+AZD1775,AZD0156,0.1,29682,37.36379367,62.63620633
